1.001697792869269854e+00,1.857611861795637154e+01,1.804785256036451013e+00,9.084058961267180710e-01
1.010186757215619568e+00,2.072034669772185467e+01,2.050645971177849525e+00,9.964412361929413375e-01
1.018675721561969283e+00,2.128317953554101294e+01,2.273461568595259497e+00,1.054958253114021804e+00
1.027164685908318997e+00,2.588943012010577505e+01,2.325646435907963827e+00,1.045282362865358250e+00
1.035653650254668712e+00,2.957256740485189184e+01,2.390561268974998654e+00,1.119283420763545145e+00
1.044142614601018648e+00,3.205878375154978244e+01,2.596598026239105295e+00,1.245487112685706999e+00
1.052631578947368363e+00,3.542834410647142107e+01,2.742334470268859459e+00,1.296275226026307736e+00
1.061120543293718077e+00,3.705836420828280353e+01,2.772033791742336994e+00,1.225028399377860344e+00
1.069609507640067791e+00,4.022961783878705688e+01,2.850020212761217309e+00,1.283280654339720606e+00
1.078098471986417506e+00,4.394447523396370769e+01,2.935565732112009218e+00,1.361805327835730051e+00
1.086587436332767442e+00,4.730163372533584010e+01,3.021111251462798464e+00,1.440330001331737497e+00
1.095076400679117157e+00,4.938051258597494808e+01,3.190651335041569947e+00,1.437673563407299460e+00
1.103565365025466871e+00,5.217373865437139813e+01,3.446409856256741122e+00,1.637722167897552872e+00
1.112054329371816586e+00,5.555645003766493772e+01,3.716923797586901834e+00,1.772574662373888943e+00
1.120543293718166300e+00,5.858776651281104364e+01,4.030287928355597238e+00,1.790395862240950375e+00
1.129032258064516014e+00,6.220562947426205369e+01,4.343652059124283760e+00,1.808217062108011364e+00
1.137521222410865729e+00,6.596141528398079856e+01,4.047361174225923008e+00,1.827615861188836899e+00
1.146010186757215443e+00,6.850521384808878622e+01,4.268102898722366589e+00,2.015314067855942692e+00
1.154499151103565380e+00,7.118285399723558271e+01,4.488844623218816388e+00,2.203012274523053371e+00
1.162988115449915094e+00,7.393002311974969132e+01,5.385266563123840555e+00,2.165056406043043502e+00
1.171477079796264809e+00,7.581381046971620208e+01,5.669029546780750550e+00,2.327176827027618078e+00
1.179966044142614745e+00,7.888315104697070979e+01,6.175402349284216719e+00,2.453905285155233873e+00
1.188455008488964459e+00,8.364613909177911921e+01,6.780638122695229697e+00,2.564915862497457066e+00
1.196943972835314174e+00,8.634093759729387330e+01,7.058838311794089826e+00,2.687782635757865801e+00
1.205432937181663888e+00,8.848207294236162568e+01,7.113058895564299711e+00,2.818769461421865685e+00
1.213921901528013603e+00,9.181216619323409134e+01,7.167279479334510484e+00,2.949756287085865125e+00
1.222410865874363317e+00,9.497035668063855951e+01,8.131309736377890118e+00,3.250262118409951384e+00
1.230899830220713032e+00,9.779702040992619061e+01,9.662654986222463549e+00,3.525601911381881948e+00
1.239388794567062746e+00,9.977852941559112310e+01,1.072845804940085834e+01,3.566746509959273226e+00
1.247877758913412460e+00,1.011169859141518401e+02,1.381200508454267961e+01,3.874501874054264050e+00
1.256366723259762397e+00,1.034282302472021371e+02,1.604851595877224568e+01,4.087182341642572325e+00
1.264855687606112111e+00,1.060637371917488849e+02,1.484539701478709972e+01,4.722746977318597494e+00
1.273344651952461826e+00,1.085685779541239953e+02,1.599978360917134701e+01,5.425860323734160495e+00
1.281833616298811762e+00,1.110566187787913890e+02,1.860946358839109749e+01,6.068254951884799908e+00
1.290322580645161477e+00,1.140650014346773702e+02,2.185203177514275552e+01,7.338297786036140025e+00
1.298811544991511191e+00,1.170731868756614062e+02,2.669319605554758823e+01,9.275081588544086486e+00
1.307300509337860905e+00,1.190257003216650133e+02,3.472295513442286818e+01,1.335838159498335820e+01
1.315789473684210620e+00,1.209782137676686062e+02,8.943629431471109115e+01,6.106767925326275304e+01
